matchId,seasonId,competitionId,stage,groupCode,matchday,homeTeamId,awayTeamId,homeSource,awaySource,kickoffAt,venue,status,homeScore,awayScore,winnerTeamId,resultSource,resultLastUpdatedAt,sourceId,sourceLastCheckedAt,dataQuality
wc2026-ga-01,fifa-world-cup-2026,fifa-world-cup,group,A,1,wc2026-mexico,wc2026-south-africa,A1,A2,,,scheduled,,,,,,wiki_group_a,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gg-06,fifa-world-cup-2026,fifa-world-cup,group,G,6,wc2026-egypt,wc2026-iran,G2,G3,,,scheduled,,,,,,wiki_group_g,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-01,fifa-world-cup-2026,fifa-world-cup,group,H,1,wc2026-spain,wc2026-cape-verde,H1,H2,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-02,fifa-world-cup-2026,fifa-world-cup,group,H,2,wc2026-saudi-arabia,wc2026-uruguay,H3,H4,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-03,fifa-world-cup-2026,fifa-world-cup,group,H,3,wc2026-uruguay,wc2026-cape-verde,H4,H2,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-04,fifa-world-cup-2026,fifa-world-cup,group,H,4,wc2026-spain,wc2026-saudi-arabia,H1,H3,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-05,fifa-world-cup-2026,fifa-world-cup,group,H,5,wc2026-uruguay,wc2026-spain,H4,H1,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gh-06,fifa-world-cup-2026,fifa-world-cup,group,H,6,wc2026-cape-verde,wc2026-saudi-arabia,H2,H3,,,scheduled,,,,,,wiki_group_h,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-01,fifa-world-cup-2026,fifa-world-cup,group,I,1,wc2026-france,wc2026-senegal,I1,I2,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-02,fifa-world-cup-2026,fifa-world-cup,group,I,2,wc2026-iraq,wc2026-norway,I3,I4,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-03,fifa-world-cup-2026,fifa-world-cup,group,I,3,wc2026-norway,wc2026-senegal,I4,I2,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-04,fifa-world-cup-2026,fifa-world-cup,group,I,4,wc2026-france,wc2026-iraq,I1,I3,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-05,fifa-world-cup-2026,fifa-world-cup,group,I,5,wc2026-norway,wc2026-france,I4,I1,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gi-06,fifa-world-cup-2026,fifa-world-cup,group,I,6,wc2026-senegal,wc2026-iraq,I2,I3,,,scheduled,,,,,,wiki_group_i,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-01,fifa-world-cup-2026,fifa-world-cup,group,J,1,wc2026-argentina,wc2026-algeria,J1,J2,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-02,fifa-world-cup-2026,fifa-world-cup,group,J,2,wc2026-austria,wc2026-jordan,J3,J4,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-03,fifa-world-cup-2026,fifa-world-cup,group,J,3,wc2026-jordan,wc2026-algeria,J4,J2,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-04,fifa-world-cup-2026,fifa-world-cup,group,J,4,wc2026-argentina,wc2026-austria,J1,J3,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-05,fifa-world-cup-2026,fifa-world-cup,group,J,5,wc2026-jordan,wc2026-argentina,J4,J1,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gj-06,fifa-world-cup-2026,fifa-world-cup,group,J,6,wc2026-algeria,wc2026-austria,J2,J3,,,scheduled,,,,,,wiki_group_j,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-01,fifa-world-cup-2026,fifa-world-cup,group,K,1,wc2026-portugal,wc2026-dr-congo,K1,K2,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-02,fifa-world-cup-2026,fifa-world-cup,group,K,2,wc2026-uzbekistan,wc2026-colombia,K3,K4,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-03,fifa-world-cup-2026,fifa-world-cup,group,K,3,wc2026-colombia,wc2026-dr-congo,K4,K2,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-04,fifa-world-cup-2026,fifa-world-cup,group,K,4,wc2026-portugal,wc2026-uzbekistan,K1,K3,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-05,fifa-world-cup-2026,fifa-world-cup,group,K,5,wc2026-colombia,wc2026-portugal,K4,K1,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gk-06,fifa-world-cup-2026,fifa-world-cup,group,K,6,wc2026-dr-congo,wc2026-uzbekistan,K2,K3,,,scheduled,,,,,,wiki_group_k,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-01,fifa-world-cup-2026,fifa-world-cup,group,L,1,wc2026-england,wc2026-croatia,L1,L2,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-02,fifa-world-cup-2026,fifa-world-cup,group,L,2,wc2026-ghana,wc2026-panama,L3,L4,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-03,fifa-world-cup-2026,fifa-world-cup,group,L,3,wc2026-panama,wc2026-croatia,L4,L2,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-04,fifa-world-cup-2026,fifa-world-cup,group,L,4,wc2026-england,wc2026-ghana,L1,L3,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-05,fifa-world-cup-2026,fifa-world-cup,group,L,5,wc2026-panama,wc2026-england,L4,L1,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
wc2026-gl-06,fifa-world-cup-2026,fifa-world-cup,group,L,6,wc2026-croatia,wc2026-ghana,L2,L3,,,scheduled,,,,,,wiki_group_l,2026-05-23,pairing_verified_from_group_pages; kickoff_and_venue_not_included
